e,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,,,,,,,,,,,,,,,,,,,,
1616,Tom Bird,Carter Burtlake,BMSC4,Kii xin,48.81512,-125.17533,17/04/2026,3,NE,15:07,CBL,7.5,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,6,0,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Tom Bird,Carter Burtlake,BMSC4,Kii xin,48.81512,-125.17533,17/04/2026,3,NE,15:07,CBL,7.5,2,1,ain,Anoplarchus insignis,Slender Cockscomb,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,1,2,jzo,Jordania zonope,Longfin sculpin,3,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,1,2,rni,Rhinogobiops nicholsii,Blackeye goby,10,0,,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,1,2,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,1,2,opi,Oxylebius pictus,Painted greenling,0,0,,,,,,`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,mfr,Mesocentrotus franciscanus,Red sea urchin,95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,acal,Apostichopus californicus,Californian sea cucumber,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,chlamys,Chlamys spp.,Unidentified scallop,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,das,Diodora aspera,Rough keyhole limpet,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,phe,Pagurus hemphilli,Maroon hermit,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,henricia,Henricia spp.,Unidentified blood star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,sac,Scyra acutifrons,Sharpnose crab,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,pachycheles,Pachycheles spp.,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,tfe,Tritonia festiva,Diamondback tritonia,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,hermit,Paguroidea spp.,Unidentified hermit crab,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,oko,Orthasterias koehleri,Rainbow star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,pgi,Pomaulax gibberosus,Red turban shell,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,dsa,Diaulula sandiegensis,Ringed doris,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,74,0,,8,13,22,13,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,hka,Haliotis kamtschatkana,Pinto abalone,110,0,56,46,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,gor,Glebocarcinus oregonensis,Pygmy rock crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,jzo,Jordania zonope,Longfin sculpin,4,0,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,22,0,,5,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,0,2,sne,Sebastes nebulosus,China rockfish,15,0,,,,,1,,1,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,0,2,oel,Ophiodon elongatus,Lingcod,1,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,0,2,sfl,Sebastes flavidus,Yellowtail rockfish,3,0,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,0,2,opi,Oxylebius pictus,Painted greenling,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Tom Bird,Jasmin Schuster,BMSC18,Eussen Rock,48.91162,-125.26703,20/04/2026,2,SW,10:00,TB,7.7,0,2,dod,Doris odhneri,White night doris,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,1,1,rni,Rhinogobiops nicholsii,Blackeye goby,3,0,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,1,1,hde,Hexagrammos decagrammus,Kelp greenling,2,0,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,2,1,mfr,Mesocentrotus franciscanus,Red sea urchin,220,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,2,1,pmi,Patiria miniata,Bat star,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,2,1,pgi,Pomaulax gibberosus,Red turban shell,140,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,2,1,ami,Acmaea mitra,Whitecap limpet,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,2,1,acal,Apostichopus californicus,Californian sea cucumber,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,2,1,phe,Pagurus hemphilli,Maroon hermit,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,2,1,oko,Orthasterias koehleri,Rainbow star,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,2,1,cpr,Cancer productus,Red rock crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,2,1,pachycheles,Pachycheles spp.,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,2,1,das,Diodora aspera,Rough keyhole limpet,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,2,1,dim,Dermasterias imbricata,Leather star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,2,1,gor,Glebocarcinus oregonensis,Pygmy rock crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,2,1,etr,Evasterias troschelii,Mottled starfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,2,1,hka,Haliotis kamtschatkana,Pinto abalone,12,0,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,5,0,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Tom Bird,Jasmin Schuster,BMSC16,Faber Islets,48.8907,-125.3005,20/04/2026,2,NW,12:45,JMS,7,0,1,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,1,1,bfr,Brachyistius frenatus,Kelp perch,4,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,1,1,rni,Rhinogobiops nicholsii,Blackeye goby,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,ami,Acmaea mitra,Whitecap limpet,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,pte,Pteraster tesselatus,Slime star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,acal,Apostichopus californicus,Californian sea cucumber,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,dim,Dermasterias imbricata,Leather star,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,oko,Orthasterias koehleri,Rainbow star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,chlamys,Chlamys spp.,Unidentified scallop,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,henricia,Henricia spp.,Unidentified blood star,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,ptr,Polycera tricolor,Tricolour nudibranch,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,clon,Coryphella longicaudata,Red-fingered Coryphella,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,pgi,Pomaulax gibberosus,Red turban shell,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,cpr,Cancer productus,Red rock crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,pmi,Patiria miniata,Bat star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,dalb,Dendronotus albus,White frond-aeolis,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,dsa,Diaulula sandiegensis,Ringed doris,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,mfr,Mesocentrotus franciscanus,Red sea urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,clu,Cadlina luteomarginata,Yellow-edge cadlina,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,jzo,Jordania zonope,Longfin sculpin,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,7,0,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,19,0,,2,3,6,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,0,1,sebastes,Sebastes spp.,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Tom Bird,Carter Burtlake,BMSC26,Hosie South,48.9071,-125.03701,22/04/2026,0.5,SW,12:40,CBL,10,0,1,sma,Sebastes maliger,Quillback rockfish,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,1,2,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,1,2,rni,Rhinogobiops nicholsii,Blackeye goby,6,0,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,mfr,Mesocentrotus franciscanus,Red sea urchin,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,dim,Dermasterias imbricata,Leather star,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,oko,Orthasterias koehleri,Rainbow star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,ami,Acmaea mitra,Whitecap limpet,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,acal,Apostichopus californicus,Californian sea cucumber,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,sfo,Stylasterias forreri,Velcro seastar,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,pgi,Pomaulax gibberosus,Red turban shell,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,pbe,Pagurus beringanus,Hermit crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,sac,Scyra acutifrons,Sharpnose crab,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,henricia,Henricia spp.,Unidentified blood star,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,dsa,Diaulula sandiegensis,Ringed doris,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,tmo,Triopha modesta,Sea clown,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,pnob,Peltodoris nobilis,Noble sea lemon,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,pmi,Patiria miniata,Bat star,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,etr,Evasterias troschelii,Mottled starfish,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,pachycheles,Pachycheles spp.,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,mae,Mediaster aequalis,Vermillion sea star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Tom Bird,Carter Burtlake,BMSC27,San Jose North Island,48.90118,-125.06043,22/04/2026,1,S,10:10,TB,7,2,2,eci,Echidnocerus cibarius,Puget sound king crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
